IPR	X210222Fox_D21.2140	X210222Fox_D21.2141	X210222Fox_D21.2142	X210222Fox_D21.2143	X210222Fox_D21.2144	X210222Fox_D21.2145	X210222Fox_D21.2146	X210222Fox_D21.2147	X210713Fox_D21.6682	X210713Fox_D21.6683	X210713Fox_D21.6684	X210713Fox_D21.6685	X210713Fox_D21.6686	X210713Fox_D21.6687	X210713Fox_D21.6688	X210713Fox_D21.6689	X210713Fox_D21.6690	X210713Fox_D21.6691	X210713Fox_D21.6692	X210713Fox_D21.6693
Ribosomal protein L19 superfamily (IPR038657)	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	1	1	1
F1F0 ATP synthase subunit C superfamily (IPR038662)	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	1	1	1	0	1
Voltage-dependent anion channel superfamily (IPR038665)	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HslJ-like superfamily (IPR038670)	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	1	1	0	1
Conjugal transfer protein TraQ superfamily (IPR038707)	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"RNA polymerase sigma-54 factor, core-binding domain superfamily (IPR038709)"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	1	1
"SNF2-like, N-terminal domain superfamily (IPR038718)"	0	0	3	0	0	0	0	0	0	0	0	1	1	0	1	2	2	0	0	2
"PD-(D/E)XK endonuclease-like domain, AddAB-type (IPR038726)"	0	0	0	0	0	0	1	0	0	0	2	1	2	0	2	3	0	2	1	2
"NadR/Ttd14, AAA domain (IPR038727)"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rad50/SbcC-type AAA domain (IPR038729)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Glycosyltransferase RgtA/B/C/D-like (IPR038731)	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	1	1
"MSMEG_1276-like, nucleoside triphosphate pyrophosphohydrolase domain (IPR038735)"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Splicing factor 3B subunit 1-like (IPR038737)	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Armadillo-type fold containing protein ARMC8/Vid28 (IPR038739)	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DHH phosphoesterase superfamily (IPR038763)	0	0	0	0	0	0	0	1	0	1	5	1	3	0	5	5	2	3	1	3
Papain-like cysteine peptidase superfamily (IPR038765)	1	0	0	0	0	0	1	2	0	0	1	0	1	0	1	1	1	1	0	1
"Membrane component of ABC transporter, predicted (IPR038766)"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sodium/solute  symporter  superfamily (IPR038770)	0	0	1	0	0	0	2	2	0	0	3	2	3	0	2	2	3	2	0	2
 (IPR038852)	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Malonyl-CoA decarboxylase (IPR038917)	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 (IPR038965)	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
Flap endonuclease (IPR038969)	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	1	1	0	0
DNA mismatch repair protein MutL/Mlh/Pms (IPR038973)	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Molybdopterin biosynthesis protein MoeA-like (IPR038987)	0	1	1	0	0	0	1	0	0	0	2	0	3	0	2	2	3	2	1	2
AcoX-like (IPR039065)	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6-Phosphogluconolactonase (IPR039104)	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	0	1
"Strawberry notch, AAA domain (IPR039187)"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flagellar protein FlgA (IPR039246)	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	1	1
RNA-binding protein KhpB (IPR039247)	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	2	2	1	0	1
Zinc finger protein 511 (IPR039258)	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ferredoxin-NADP reductase (FNR), nucleotide-binding domain (IPR039261)"	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0
Chemotaxis protein CheW (IPR039315)	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	1	1	0	1
5'-deoxynucleotidase YfbR/HDDC2 (IPR039356)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
FHIT family (IPR039383)	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	1	0	1
LexA-like (IPR039418)	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Transcriptional regulatory protein WalR-like (IPR039420)	1	2	0	1	0	0	2	0	0	0	3	0	4	0	3	5	4	4	1	4
Type 1 protein exporter (IPR039421)	0	1	9	0	0	0	4	1	0	0	4	2	3	2	2	3	5	3	1	3
 (IPR039423)	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solute-binding protein family 5 (IPR039424)	0	1	0	0	0	0	0	1	0	0	2	2	2	0	5	4	4	2	3	2
RNA polymerase sigma-70 like (IPR039425)	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
TonB-dependent receptor-like (IPR039426)	0	1	2	0	0	0	6	1	0	0	7	1	5	1	6	8	10	3	3	3
NADH-ubiquinone oxidoreductase chain 4L/Mnh complex subunit C1-like (IPR039428)	0	0	1	0	0	0	0	0	0	0	1	1	1	0	1	1	1	1	0	2
Serine hydroxymethyltransferase-like domain (IPR039429)	0	0	0	0	0	0	0	2	0	0	1	0	1	0	3	1	1	1	0	1
Thymidylate kinase-like domain (IPR039430)	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	2	1	1	0	1
SH3b1 domain (IPR039439)	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	1	1	1	0	1
AsmA-like C-terminal region (IPR039441)	0	0	0	0	0	0	0	1	0	0	1	0	1	0	2	1	2	1	1	1
Mrr-like domain (IPR039442)	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1
SIR2-like domain (IPR039444)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0
"Urease accessory protein UreH-like, transmembrane domain (IPR039447)"	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2	1	1	1	0	1
C-C bond lyase-like (IPR039480)	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GPI inositol-deacylase (IPR039529)	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ICL/PEPM domain (IPR039556)	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Membrane fusion protein, biotin-lipoyl like domain (IPR039562)"	0	1	0	0	0	0	2	1	0	0	0	1	1	0	1	3	2	2	0	2
Outer membrane lipoprotein BamD-like (IPR039565)	0	0	0	0	0	0	1	0	0	0	1	1	1	0	1	1	2	1	0	1
N-terminal of MaoC-like dehydratase (IPR039569)	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mitochondrial escape protein 2 (IPR039627)	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Protein FixC-like (IPR039651)	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prenyltransferase (IPR039653)	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	1	1	1	0	1
Dimethylallyltransferase (IPR039657)	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	1	1	1	0	1
ELP3/YhcC (IPR039661)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Lactose permease-like (IPR039672)	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Iron-type alcohol dehydrogenase-like (IPR039697)	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Ribonucleoside-diphosphate reductase large subunit (IPR039718)	0	0	0	0	0	0	0	1	1	0	1	1	4	0	2	3	2	1	2	1
"CAAX prenyl protease 2, eukaryotes (IPR039731)"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MOFRL domain-containing protein (IPR039760)	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nonsense-mediated mRNA decay protein Nmd2/UPF2 (IPR039762)	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sister chromatid cohesion protein Pds5 (IPR039776)	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Interferon-related developmental regulator (IPR039777)	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Uroporphyrinogen-III synthase (IPR039793)	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	1
3-deoxy-D-manno-octulosonic acid transferase (IPR039901)	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	1	1
Surface antigen D15-like (IPR039910)	0	0	0	0	0	0	0	1	0	0	1	2	3	0	3	1	3	1	1	1
DNA repair/transcription protein MET18/MMS19 (IPR039920)	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flagellar hook-associated protein 2 (IPR040026)	0	0	1	0	0	0	0	0	0	0	2	2	1	0	2	1	1	2	1	1
"28S ribosomal protein S25, mitochondrial (IPR040049)"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Methyltransferase (Class A) (IPR040072)	0	0	0	0	0	0	0	1	0	0	1	0	1	0	2	1	1	1	1	1
GTPase Obg (IPR040084)	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	1	0	1
Protein MJ0683-like (IPR040086)	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lunapark family (IPR040115)	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"MnmG, N-terminal domain (IPR040131)"	0	2	2	0	0	0	2	0	0	0	1	0	1	0	2	1	1	1	1	1
26S Proteasome non-ATPase regulatory subunit 12/COP9 signalosome complex subunit 4 (IPR040134)	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Electron transfer flavoprotein-ubiquinone oxidoreductase (IPR040156)	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
High mobility group nucleosome-binding domain-containing protein 5 (IPR040164)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Cytosolic acyl coenzyme A thioester hydrolase (IPR040170)	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	1	1	1	0	1
Fido domain-containing protein (IPR040198)	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	2	1	1	2
Beta-lactamase HcpB-like (IPR040239)	0	0	0	0	0	0	5	3	0	0	11	2	11	0	9	10	9	10	0	12
Non-specific endonuclease (IPR040255)	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	1	0	1	0	1
"Catalase, clade 3 (IPR040333)"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	1
Phosphoethanolamine transferase (IPR040423)	0	0	1	0	0	0	1	0	0	0	5	0	3	0	2	3	2	1	2	6
Pyruvate kinase-like domain superfamily (IPR040442)	0	3	1	1	0	0	2	0	0	0	3	2	3	0	5	3	3	2	0	2
"PriA DNA helicase, Cys-rich region (CRR) domain (IPR040498)"	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	1	1	1	0	2
"tRNA uridine(34) hydroxylase, N-terminal (IPR040503)"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dynamin-like helical domain (IPR040576)	0	0	0	0	0	0	2	2	0	0	0	0	1	0	2	2	1	1	1	2
"MalK, OB fold domain (IPR040582)"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"T3SS EscN ATPase, C-terminal (IPR040627)"	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	0	1
"Arginine decarboxylase, helical bundle domain (IPR040634)"	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	0	1
"Csd3, N-terminal (IPR040653)"	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	1
"UGGT, thioredoxin-like domain 1 (IPR040693)"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Glycosyl hydrolase family 81, C-terminal domain (IPR040720)"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Nicotinate phosphoribosyltransferase, N-terminal domain (IPR040727)"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
HP0268 (IPR040748)	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	1	0	1
"Release factor glutamine methyltransferase, N-terminal domain (IPR040758)"	0	1	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	1	0	1
"SabA, N-terminal extracellular adhesion domain (IPR040838)"	0	0	1	0	0	0	5	5	0	0	10	5	13	0	13	9	14	12	3	10
"Asparaginase/glutaminase, C-terminal (IPR040919)"	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	1	1	1	1	1
"HP1451, C-terminal (IPR040977)"	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	1	0	1
SWI2/SNF2 ATPase (IPR040980)	0	0	0	0	0	0	1	2	0	0	2	0	3	0	3	4	3	4	0	3
DNA polymerase III alpha subunit finger domain (IPR040982)	0	0	0	0	0	0	0	1	0	0	1	1	1	0	1	1	1	1	0	1
Acetyl-coA carboxylase zinc finger domain (IPR041010)	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	1	0	1
FtsK alpha domain (IPR041027)	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	0	1
"Alpha-(1,3)-fucosyltransferase FucT, N-terminal (IPR041058)"	0	0	0	0	0	0	1	0	0	0	1	1	3	0	1	0	1	1	1	1
Phage-Barnase-EndoU-ColicinE5/D-RelE-like nuclease (IPR041092)	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0
"Elongation Factor G, domain II (IPR041095)"	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2	1	1	2	1	1
"UvrA, interaction domain (IPR041102)"	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	1	0	1
"DNA processing protein A, sterile alpha motif domain (IPR041104)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
"Polyphosphate kinase, C-terminal domain 1 (IPR041108)"	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	0	1
Phage-Barnase-EndoU-ColicinE5/D-RelE like nuclease 2 (IPR041110)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
"RecJ, OB domain (IPR041122)"	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	1
"Arginine decarboxylase, C-terminal helical (IPR041128)"	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1
"LapB,  rubredoxin metal binding domain (IPR041166)"	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1
"Esterase, Ig-like N-terminal (IPR041172)"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
"Primosomal protein N', 3' DNA-binding domain (IPR041222)"	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1
"ApeA, N-terminal domain 1 (IPR041223)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
"Primosomal protein N, C-terminal domain (IPR041236)"	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	1	1
Bacterial archaeo-eukaryotic release factor family 3 (IPR041289)	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phage-Barnase-EndoU-ColicinE5/D-RelE like nuclease 3 (IPR041301)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0
"Xer recombinase, N-terminal (IPR041308)"	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	1	0	1	0	1
"OSBS, enolase-like N-terminal domain (IPR041338)"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
DdrB-like domain (IPR041398)	0	0	0	0	0	0	0	0	0	0	1	1	1	0	2	1	1	1	1	3
"HypF, Kae1-like domain (IPR041440)"	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	0	1
"RuvB, AAA lid domain (IPR041445)"	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	1	1	1	1	1
"Polyvalent protein, metallopeptidase domain (IPR041459)"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Molybdopterin oxidoreductase, N-terminal (IPR041460)"	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	1	1	1	1	1
"ParB/Spo0J, HTH domain (IPR041468)"	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	0	1
"UvrB, interaction domain (IPR041471)"	1	0	0	0	0	0	1	1	0	0	3	0	2	0	1	2	2	2	1	2
PDZ domain 6 (IPR041489)	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	0	1	0	1
Haloacid dehalogenase-like hydrolase (IPR041492)	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	1	1	1	0	1
Bacterial Ig domain (IPR041498)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Antitoxin VbhA (IPR041535)	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"Beta-xylosidase, C-terminal Concanavalin A-like domain (IPR041542)"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Domain of unknown function DUF5644 (IPR041543)	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	0	1
"ClpA/ClpB, AAA lid domain (IPR041546)"	0	0	0	0	0	0	0	0	0	1	2	0	2	0	1	2	3	2	1	2
BsaWI restriction endonuclease type 2 (IPR041551)	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	1	1	1
UvrA DNA-binding domain (IPR041552)	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	1	1
"Disulfide isomerase DsbG, N-terminal (IPR041556)"	0	0	0	0	0	0	1	0	0	0	1	1	1	0	1	1	1	1	1	1
"AAA ATPase, AAA+ lid domain (IPR041569)"	0	0	0	0	0	0	0	0	0	0	2	1	2	0	2	1	1	2	2	2
"Quercetin 2,3-dioxygenase, C-terminal cupin domain (IPR041602)"	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"Phenylalanyl tRNA synthetase beta chain, core domain (IPR041616)"	0	0	0	0	0	0	0	0	0	0	2	0	2	0	1	2	2	3	0	2
"Nuclear pore protein Nup188, C-terminal (IPR041634)"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Type ISP restriction-modification enzyme LLaBIII, C-terminal specificity domain (IPR041635)"	0	0	0	0	0	0	0	2	0	0	2	0	3	0	2	4	3	3	2	2
"Ribonuclease J, C-terminal (IPR041636)"	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	1	1	1	1	1
"Helix-turn-helix domain, group 17 (IPR041657)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"DisA/LigA, helix-hairpin-helix motif (IPR041663)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
"Orc1-like, AAA ATPase domain (IPR041664)"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
"DNA2/NAM7 helicase-like, C-terminal (IPR041679)"	0	0	0	0	2	0	0	1	0	0	2	0	2	2	2	2	0	2	0	2
"AAA domain, group 14 (IPR041682)"	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"AAA domain, group 15 (IPR041685)"	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	1	0	1
"Oxidoreductase, N-terminal domain (IPR041694)"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Methyltransferase domain 25 (IPR041698)	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	1	1
"Methionine import ATP-binding protein MetN, ATP-binding domain (IPR041701)"	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	1	0	1
"Transcription termination factor Rho, ATP binding domain (IPR041703)"	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	0	1
"YchF, N-terminal (IPR041706)"	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	1	0	1
"Elongation factor Tu (EF-Tu), GTP-binding domain (IPR041709)"	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	1	0	1
"Methionyl-tRNA formyltransferase, N-terminal domain (IPR041711)"	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	1	1	2	0	1
Class II Histidinyl-tRNA synthetase (HisRS)-like catalytic core domain (IPR041715)	0	0	0	0	0	0	3	0	0	0	2	1	3	1	2	2	2	2	0	2
"IS607-like transposase, catalytic domain (IPR041718)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1
"Ferritin, prokaryotic-type (IPR041719)"	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	0	1
"Formyltetrahydrofolate deformylase, C-terminal hydrolase domain (IPR041729)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1
SoxW family (IPR041737)	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1
Aspartokinase catalytic domain (IPR041740)	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	1
"CpdB, N-terminal metallophosphatase domain (IPR041827)"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1
BFD-like [2Fe-2S]-binding domain superfamily (IPR041854)	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	1	1
"Glutamine-dependent NAD+ synthetase, C-terminal (IPR041856)"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
"Carbonic anhydrase, prokaryotic-like (IPR041891)"	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	1	1	1	1	1
"Anti-sigma factor, zinc-finger domain superfamily (IPR041916)"	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"NADH-quinone oxidoreductase subunit E, N-terminal (IPR041921)"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Bacterial DNA polymerase III alpha subunit, thumb domain (IPR041931)"	0	1	0	0	0	0	0	1	0	0	1	1	1	0	1	1	1	1	0	1
"Trimethylamine-N-oxide reductase-like, molybdopterin-binding domain (IPR041954)"	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	1	0	1
LOTUS-like domain (IPR041966)	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ribosomal protein L26/L24, KOW domain (IPR041988)"	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	1	0	1
KorB DNA-binding domain (IPR042075)	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"Oligoendopeptidase F, C-terminal domain (IPR042088)"	0	0	1	0	0	0	1	0	0	0	1	0	1	0	2	1	1	1	0	1
"Pseudouridine synthase, RsuA/RluB/E/F, catalytic domain (IPR042092)"	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	0	1
Type II secretion system GspF domain superfamily (IPR042094)	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Dihydroxy-acid dehydratase, C-terminal (IPR042096)"	0	0	0	0	0	0	1	1	0	0	1	0	1	1	1	1	2	1	0	1
Taurine dioxygenase TauD-like superfamily (IPR042098)	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"ANL, N-terminal domain (IPR042099)"	2	5	6	0	0	0	1	0	0	0	1	2	2	0	2	1	1	3	2	0
"Signal recognition particle SRP54, N-terminal domain superfamily (IPR042101)"	0	1	0	0	0	0	1	0	0	0	3	0	2	0	1	1	2	2	0	2
"RNA polymerase Rpb1, domain 3 superfamily (IPR042102)"	0	0	0	0	0	0	1	2	0	0	2	1	2	0	2	2	2	2	0	2
"Serine-tRNA synthetase, type1, N-terminal domain superfamily (IPR042103)"	0	1	0	0	0	0	0	0	0	0	1	0	1	0	2	1	1	1	0	1
Ribosomal protein L31 superfamily (IPR042105)	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	1	1
"NADH-ubiquinone/plastoquinone oxidoreductase chain 6, subunit NuoJ (IPR042106)"	0	0	1	0	0	0	0	1	0	0	1	1	1	0	1	1	1	1	1	1
"DNA-directed RNA polymerase, beta subunit, external 1 domain superfamily (IPR042107)"	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	1	1	0	1
"Adenylosuccinate synthetase, domain 1 (IPR042109)"	0	0	0	0	0	0	0	1	0	0	1	2	2	0	2	1	1	2	1	1
"Adenylosuccinate synthetase, domain 2 (IPR042110)"	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	0	1
"Adenylosuccinate synthetase, domain 3 (IPR042111)"	0	0	0	0	0	0	0	1	0	0	1	1	1	0	1	2	1	2	0	1
"Phosphate acetyltransferase, domain 2 (IPR042112)"	0	0	0	0	0	0	0	1	0	0	0	0	2	0	1	1	0	1	1	1
"Phosphate acetyltransferase, domain 1 (IPR042113)"	0	0	0	0	0	0	0	1	0	0	1	0	1	0	3	1	1	2	1	1
"Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase, C-terminal, domain 1 (IPR042114)"	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	0	1
"Primosomal protein N', 3' DNA-binding domain superfamily (IPR042115)"	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	1	1	1	0	1
"GTP-binding protein TypA/BipA, C-terminal (IPR042116)"	0	0	0	0	0	0	0	0	1	0	2	1	1	0	1	1	1	1	0	1
"QueA, domain 1 (IPR042118)"	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	0	1
"QueA, domain 2 (IPR042119)"	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	1	1	1	0	1
"MutL, C-terminal domain, dimerisation subdomain (IPR042120)"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Serine acetyltransferase, N-terminal domain superfamily (IPR042122)"	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	1	0	1
"Acyl-CoA thioesterase, double hotdog domain (IPR042171)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
"Ribonuclease J, domain 2 (IPR042173)"	0	2	0	0	0	0	0	1	0	0	1	0	1	0	0	1	1	1	1	1
"Cell/Rod shape-determining protein MreC, domain 2 (IPR042175)"	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	1	1
"Pantoate-beta-alanine ligase, C-terminal domain (IPR042176)"	0	1	0	1	0	0	0	0	0	0	1	0	1	0	2	1	1	1	0	1
