Species	Sample	HP	16s	metagenome
F2$Verrucomicrobium	F2	Hp-positive	0	0
F2$Vespertiliibacter	F2	Hp-positive	0	0
F2$Vibrio	F2	Hp-positive	0	0.168246868
F2$Vicinamibacter	F2	Hp-positive	0	0
F2$Virgibacillus	F2	Hp-positive	0	0.031669999
F2$Viridibacillus	F2	Hp-positive	0	0
F2$Vitreoscilla	F2	Hp-positive	0	0
F2$Vulcaniibacterium	F2	Hp-positive	0	0
F2$Vulgatibacter	F2	Hp-positive	0	0
F2$W5053	F2	Hp-positive	0	0
F2$Weeksella	F2	Hp-positive	0	0
F2$Weissella	F2	Hp-positive	0	0
F2$Weizmannia	F2	Hp-positive	0	0
F2$Wenyingzhuangia	F2	Hp-positive	0	0
F2$Wenzhouxiangella	F2	Hp-positive	0	0.023752499
F2$Winogradskyella	F2	Hp-positive	0	0
F2$Wolbachia	F2	Hp-positive	0	0.067298747
F2$Xanthobacter	F2	Hp-positive	0	0
F2$Xanthomonas	F2	Hp-positive	0	0.027711249
F2$Xenorhabdus	F2	Hp-positive	0	0
F2$Xylanimonas	F2	Hp-positive	0	0
F2$Xylella	F2	Hp-positive	0	0
F2$Xylophilus_rhododendri	F2	Hp-positive	0	0
F2$Yersinia	F2	Hp-positive	0	0
F2$Yoonia-Loktanella	F2	Hp-positive	0	0
F2$Zhongshania	F2	Hp-positive	0	0
F2$Zobellella	F2	Hp-positive	0	0
F2$ZOR0006	F2	Hp-positive	0	0
F2$Zunongwangia	F2	Hp-positive	0	0
F2$Zymomonas	F2	Hp-positive	0	0
F3$[Eubacterium]_brachy_group	F3	Hp-negative	0	0
F3$[Eubacterium]_hallii_group	F3	Hp-negative	0	0
F3$[Eubacterium]_nodatum_group	F3	Hp-negative	0	0
F3$[Eubacterium]_ventriosum_group	F3	Hp-negative	0	0
F3$[Eubacterium]_xylanophilum_group	F3	Hp-negative	0	0
F3$[Renibacterium]_salmoninarum_group	F3	Hp-negative	0	0
F3$[Ruminococcus]_gauvreauii_group	F3	Hp-negative	0	0
F3$[Ruminococcus]_gnavus_group	F3	Hp-negative	0	0
F3$[Ruminococcus]_torques_group	F3	Hp-negative	0	0
F3$A2	F3	Hp-negative	0	0
F3$Abditibacterium	F3	Hp-negative	0	0
F3$Abyssicoccus	F3	Hp-negative	0	0
F3$Acaryochloris_marina	F3	Hp-negative	0	0
F3$Acetitomaculum	F3	Hp-negative	0	0
F3$Acetivibrio	F3	Hp-negative	0	0
F3$Acetoanaerobium	F3	Hp-negative	0	0
F3$Acetobacter	F3	Hp-negative	0	0.436707346
F3$Acetobacterium	F3	Hp-negative	0	0
F3$Acetohalobium	F3	Hp-negative	0	0
F3$Acholeplasma	F3	Hp-negative	0	0
F3$Achromobacter	F3	Hp-negative	0.069095975	0
F3$Acidaminococcus	F3	Hp-negative	0	0
F3$Acidibacter	F3	Hp-negative	0.032848906	0
F3$Acidipropionibacterium	F3	Hp-negative	0	0
F3$Acidovorax	F3	Hp-negative	0.082688626	0
F3$Acinetobacter	F3	Hp-negative	1.147446281	1.088777219
F3$Actinobacillus	F3	Hp-negative	0.058901487	0
F3$Actinomadura	F3	Hp-negative	0	0
F3$Actinomyces	F3	Hp-negative	0.018123535	0.179468772
F3$Actinoplanes	F3	Hp-negative	0	0
F3$Actinopolymorpha	F3	Hp-negative	0	0
F3$Actinosynnema	F3	Hp-negative	0	0
F3$Adhaeribacter	F3	Hp-negative	0	0
F3$Aequorivita	F3	Hp-negative	0	0
F3$Aeribacillus	F3	Hp-negative	0	0
F3$Aerococcus	F3	Hp-negative	0	0
F3$Aeromonas	F3	Hp-negative	0	0
F3$Agarilytica	F3	Hp-negative	0	0
F3$Agathobacter	F3	Hp-negative	0	0
F3$Aggregatibacter	F3	Hp-negative	0.064565092	0.077769801
F3$Agrobacterium	F3	Hp-negative	0	0.305096913
F3$Agromyces	F3	Hp-negative	0	0
F3$Akkermansia	F3	Hp-negative	0	0
F3$Albibacter	F3	Hp-negative	0.01245993	0
F3$Alcaligenes	F3	Hp-negative	0.069095975	0.077769801
F3$Alcanivorax	F3	Hp-negative	0	0
F3$Algibacter	F3	Hp-negative	0	0
F3$Algoriphagus	F3	Hp-negative	0	0
F3$Aliarcobacter	F3	Hp-negative	0	0.161521895
F3$Alicyclobacillus	F3	Hp-negative	0	0.065805217
F3$Aliivibrio	F3	Hp-negative	0	0
F3$Alishewanella	F3	Hp-negative	0	0
F3$Alistipes	F3	Hp-negative	0	0.077769801
F3$Alkalibacterium	F3	Hp-negative	0.027185302	0
F3$Alkalicella	F3	Hp-negative	0	0
F3$Alkalihalobacillus	F3	Hp-negative	0	0
F3$Alkaliphilus	F3	Hp-negative	0	0
F3$Alkalitalea	F3	Hp-negative	0	0
F3$Alloactinosynnema	F3	Hp-negative	0	0
F3$Allochromatium	F3	Hp-negative	0	0
F3$Allofrancisella	F3	Hp-negative	0	0
F3$Alloiococcus	F3	Hp-negative	0	0
F3$Allokutzneria	F3	Hp-negative	0	0
F3$Alloprevotella	F3	Hp-negative	0.135926509	0
F3$Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	F3	Hp-negative	0.100812161	0
F3$Altererythrobacter	F3	Hp-negative	0.057768766	0.113663556
F3$Alteromonas	F3	Hp-negative	0	0
F3$Alysiella	F3	Hp-negative	0	0
F3$Amedibacterium	F3	Hp-negative	0	0
F3$Aminipila	F3	Hp-negative	0	0
F3$Aminobacterium	F3	Hp-negative	0	0
F3$Ammonifex	F3	Hp-negative	0	0
F3$Amniculibacterium	F3	Hp-negative	0	0
F3$Amnipila	F3	Hp-negative	0	0
F3$Amphibacillus	F3	Hp-negative	0	0.281167743
F3$Amycolatopsis	F3	Hp-negative	0	0
F3$Anabaena_cylindrica	F3	Hp-negative	0	0
F3$Anabaena_sp._90	F3	Hp-negative	0	0
F3$Anabaena_sp._WA102	F3	Hp-negative	0	0
F3$Anaerobacillus	F3	Hp-negative	0	0
F3$Anaerobiospirillum	F3	Hp-negative	0	0
F3$Anaerobutyricum	F3	Hp-negative	0	0
F3$Anaerococcus	F3	Hp-negative	0	0.065805217
F3$Anaerocolumna	F3	Hp-negative	0	0
F3$Anaeromyxobacter	F3	Hp-negative	0	0
F3$Anaeroplasma	F3	Hp-negative	0	0
F3$Anaerospora	F3	Hp-negative	0	0
F3$Anaerostipes	F3	Hp-negative	0	0
F3$Anaerotruncus	F3	Hp-negative	0	0
F3$Aneurinibacillus	F3	Hp-negative	0	0
F3$Anoxybacillus	F3	Hp-negative	0.01245993	0
F3$Anoxybacter_fermentans	F3	Hp-negative	0	0
F3$Anseongella	F3	Hp-negative	0	0
F3$Antarcticibacterium	F3	Hp-negative	0	0
F3$Apibacter	F3	Hp-negative	0	0
F3$Apilactobacillus	F3	Hp-negative	0	0
F3$Aquabacterium	F3	Hp-negative	0.065697813	0
F3$Aquamicrobium	F3	Hp-negative	0.040777953	0
F3$Aquicella	F3	Hp-negative	0	0
F3$Aquifex	F3	Hp-negative	0	0
F3$Aquiflexum	F3	Hp-negative	0	0
F3$Aquihabitans	F3	Hp-negative	0	0
F3$Aquiluna	F3	Hp-negative	0	0
F3$Aquimarina	F3	Hp-negative	0	0
F3$Aquirufa	F3	Hp-negative	0	0
F3$Aquisphaera	F3	Hp-negative	0	0
F3$Arabia	F3	Hp-negative	0	0
F3$Arachidicoccus	F3	Hp-negative	0	0
F3$Archangium	F3	Hp-negative	0	0
F3$Arcicella	F3	Hp-negative	0.031716185	0
F3$Arcobacter	F3	Hp-negative	0	0
F3$Arcticibacterium	F3	Hp-negative	0	0.059822924
F3$Arenibacter	F3	Hp-negative	0	0
F3$Arenimonas	F3	Hp-negative	0	0
F3$Aromatoleum	F3	Hp-negative	0	0
F3$Arsenicicoccus	F3	Hp-negative	0	0
F3$Arsenophonus	F3	Hp-negative	0	0
F3$Arthrobacter	F3	Hp-negative	0	5.904522613
F3$ASF356	F3	Hp-negative	0	0
F3$Asinibacterium	F3	Hp-negative	0.156315485	0
F3$Asteroleplasma	F3	Hp-negative	0	0
F3$Asticcacaulis	F3	Hp-negative	0.022654418	0
F3$Atopobium	F3	Hp-negative	0	0
F3$Atopostipes	F3	Hp-negative	0	0
F3$Atribacter	F3	Hp-negative	0	0
F3$Aurantisolimonas	F3	Hp-negative	0	0
F3$Auraticoccus	F3	Hp-negative	0	0
F3$Aureimonas	F3	Hp-negative	0.015858093	0
F3$Aureliella	F3	Hp-negative	0	0
F3$Avibacterium	F3	Hp-negative	0	0
F3$Azoarcus	F3	Hp-negative	0	0
F3$Azospirillum	F3	Hp-negative	3.839923881	17.38454176
F3$Bacillus	F3	Hp-negative	0.277516623	2.099784637
F3$Bacteroides	F3	Hp-negative	0.038512511	0.203397942
F3$Barnesiella	F3	Hp-negative	0	0
F3$Bartonella	F3	Hp-negative	0	0
F3$Basfia	F3	Hp-negative	0	0
F3$Bathymodiolus_thermophilus_thioautotrophic_gill_symbiont	F3	Hp-negative	0	0
F3$Bdellovibrio	F3	Hp-negative	0	0
F3$Beggiatoa	F3	Hp-negative	0.228809624	0
F3$Belliella	F3	Hp-negative	0	0
F3$Bergeyella	F3	Hp-negative	0.065697813	0
F3$Bernardetia	F3	Hp-negative	0	0
F3$Bhargavaea	F3	Hp-negative	0	0
F3$Bifidobacterium	F3	Hp-negative	0	0
F3$Bilophila	F3	Hp-negative	0	0
F3$Biomaibacter	F3	Hp-negative	0	0
F3$Bisgaardia	F3	Hp-negative	0	0
F3$Blastomonas	F3	Hp-negative	0	0
F3$Blattabacterium	F3	Hp-negative	0	0.233309404
F3$Blautia	F3	Hp-negative	0	0
F3$Blvii28_wastewater-sludge_group	F3	Hp-negative	0	0
F3$Bombella	F3	Hp-negative	0	0
F3$Bordetella	F3	Hp-negative	0	0
F3$Borrelia	F3	Hp-negative	0	0.233309404
F3$Borreliella	F3	Hp-negative	0	0.131610433
F3$Bosea	F3	Hp-negative	0.015858093	0
F3$Boseongicola	F3	Hp-negative	0	0
F3$Botrimarina	F3	Hp-negative	0	0
F3$Brachybacterium	F3	Hp-negative	0	0
F3$Brachyspira	F3	Hp-negative	0	0
F3$Bradyrhizobium	F3	Hp-negative	0.083821347	1.597272075
F3$Brasilonema_sennae	F3	Hp-negative	0	0
F3$Brenneria	F3	Hp-negative	0	0
F3$Brevibacillus	F3	Hp-negative	0.090617673	0
F3$Brevibacterium	F3	Hp-negative	0	0
F3$Brevundimonas	F3	Hp-negative	0.317161854	0.107681263
F3$Brochothrix	F3	Hp-negative	0	0
F3$Brucella	F3	Hp-negative	0	0.203397942
F3$Buchnera	F3	Hp-negative	0	0.412778177
F3$Burkholderia	F3	Hp-negative	0	4.295285954
F3$Burkholderia-Caballeronia-Paraburkholderia	F3	Hp-negative	2.106860891	0
F3$Buttiauxella	F3	Hp-negative	0	0
F3$Butyricicoccus	F3	Hp-negative	0	0
F3$Butyricimonas	F3	Hp-negative	0	0
F3$Butyrivibrio	F3	Hp-negative	0	0
F3$CAG-56	F3	Hp-negative	0	0
F3$Caldanaerobacter	F3	Hp-negative	0	0
F3$Caldibacillus	F3	Hp-negative	0	0
F3$Caldicellulosiruptor	F3	Hp-negative	0	0
F3$Caldisericum	F3	Hp-negative	0	0
F3$Calditerrivibrio	F3	Hp-negative	0	0
F3$Caloramator	F3	Hp-negative	0	0
F3$Caloranaerobacter	F3	Hp-negative	0	0
F3$Calothrix_brevissima	F3	Hp-negative	0	0
F3$Calothrix_parasitica	F3	Hp-negative	0	0.125628141
F3$Calothrix_PCC-6303	F3	Hp-negative	0	0
F3$Calothrix_sp._336/3	F3	Hp-negative	0	0
F3$Calothrix_sp._NIES-2098	F3	Hp-negative	0	0
F3$Calothrix_sp._NIES-2100	F3	Hp-negative	0	0
F3$Calothrix_sp._PCC_6303	F3	Hp-negative	0	0
F3$Calothrix_sp._PCC_7507	F3	Hp-negative	0	0
F3$Caminibacter	F3	Hp-negative	0	0
F3$Campylobacter	F3	Hp-negative	0	0.107681263
F3$Candidatus_Amoebophilus	F3	Hp-negative	0	0
F3$Candidatus_Armantifilum	F3	Hp-negative	0	0
F3$Candidatus_Arthromitus	F3	Hp-negative	0	0
F3$Candidatus_Atelocyanobacterium_thalassa	F3	Hp-negative	0	0
F3$Candidatus_Babela_massiliensis	F3	Hp-negative	0	0
F3$Candidatus_Bacilloplasma	F3	Hp-negative	0	0
F3$Candidatus_Blochmannia	F3	Hp-negative	0	0
F3$Candidatus_Cardinium	F3	Hp-negative	0	0
F3$Candidatus_Carsonella	F3	Hp-negative	0	0
F3$Candidatus_Cytomitobacter	F3	Hp-negative	0	0
F3$Candidatus_Deianiraea	F3	Hp-negative	0	0
F3$Candidatus_Desulfofervidus_auxilii	F3	Hp-negative	0	0
F3$Candidatus_Endolissoclinum	F3	Hp-negative	0	0
F3$Candidatus_Fonsibacter_ubiquis	F3	Hp-negative	0	0
F3$Candidatus_Formimonas	F3	Hp-negative	0	0
F3$Candidatus_Gullanella	F3	Hp-negative	0	0
F3$Candidatus_Hamiltonella	F3	Hp-negative	0	0
F3$Candidatus_Hodgkinia_cicadicola	F3	Hp-negative	0	0
F3$Candidatus_Kinetoplastibacterium	F3	Hp-negative	0	0
F3$Candidatus_Kinetoplastibacterium.1	F3	Hp-negative	0	0
F3$Candidatus_Kinetoplastibacterium.2	F3	Hp-negative	0	0
F3$Candidatus_Kuenenia	F3	Hp-negative	0	0
F3$Candidatus_Methylopumilus	F3	Hp-negative	0	0
F3$Candidatus_Nanosynbacter	F3	Hp-negative	0	0
F3$Candidatus_Neoehrlichia	F3	Hp-negative	0	0
F3$Candidatus_Nitrotoga	F3	Hp-negative	0	0
F3$Candidatus_Obscuribacter	F3	Hp-negative	0	0
F3$Candidatus_Paracaedibacter	F3	Hp-negative	0	0
F3$Candidatus_Pelagibacter	F3	Hp-negative	0	0
F3$Candidatus_Phycorickettsia	F3	Hp-negative	0	0
F3$Candidatus_Phytoplasma	F3	Hp-negative	0	0
F3$Candidatus_Portiera	F3	Hp-negative	0	0
F3$Candidatus_Profftia	F3	Hp-negative	0	0
F3$Candidatus_Promineofilum	F3	Hp-negative	0	0
F3$Candidatus_Protochlamydia	F3	Hp-negative	0	0
F3$Candidatus_Purcelliella	F3	Hp-negative	0	0
F3$Candidatus_Reidiella	F3	Hp-negative	0	0
F3$Candidatus_Ruthia	F3	Hp-negative	0	0
F3$Candidatus_Soleaferrea	F3	Hp-negative	0	0
F3$Candidatus_Solibacter	F3	Hp-negative	0	0
F3$Candidatus_Sulcia_muelleri	F3	Hp-negative	0	0
F3$Candidatus_Syntrophocurvum	F3	Hp-negative	0	0
F3$Candidatus_Tachikawaea	F3	Hp-negative	0	0
F3$Candidatus_Thioglobus	F3	Hp-negative	0	0
F3$Candidatus_Thioglobus.1	F3	Hp-negative	0	0
F3$Candidatus_Vestibaculum	F3	Hp-negative	0	0
F3$Candidatus_Xenohaliotis	F3	Hp-negative	0	0
F3$Capnocytophaga	F3	Hp-negative	0	0
F3$Caproiciproducens	F3	Hp-negative	0	0
F3$Carboxydothermus	F3	Hp-negative	0	0
F3$Cardiobacterium	F3	Hp-negative	0	0
F3$Carnobacterium	F3	Hp-negative	0	0
F3$Catellatospora	F3	Hp-negative	0	0
F3$Catenovulum	F3	Hp-negative	0	0
F3$Catenulispora	F3	Hp-negative	0	0
F3$Catonella	F3	Hp-negative	0	0
F3$Caulobacter	F3	Hp-negative	0.016990814	0
F3$Cedecea	F3	Hp-negative	0	0
F3$Cellulomonas	F3	Hp-negative	0	0
F3$Cellulophaga	F3	Hp-negative	0	0
F3$Cellulosilyticum	F3	Hp-negative	0	0
F3$Cellvibrio	F3	Hp-negative	0	0
F3$CENA359	F3	Hp-negative	0	0
F3$Cereibacter	F3	Hp-negative	0	0
F3$Cetobacterium	F3	Hp-negative	0	0
F3$Chamaesiphon_minutus	F3	Hp-negative	0	0.400813592
F3$Changchengzhania	F3	Hp-negative	0	0
F3$Chazhemtobacterium	F3	Hp-negative	0	0
F3$Chelatococcus	F3	Hp-negative	0	0
F3$Chitinibacter	F3	Hp-negative	0	0
F3$Chitinimonas	F3	Hp-negative	0	0
F3$Chitinophaga	F3	Hp-negative	0	0.137592726
F3$Chlamydia	F3	Hp-negative	0	0
F3$Chlorobaculum	F3	Hp-negative	0	0
F3$Chlorobium	F3	Hp-negative	0	0
F3$Chloroflexus	F3	Hp-negative	0	0
F3$Chondrocystis_sp._NIES-4102	F3	Hp-negative	0	0
F3$Chondromyces	F3	Hp-negative	0	0
F3$Christensenella	F3	Hp-negative	0	0
F3$Christensenellaceae_R-7_group	F3	Hp-negative	0	0
F3$Chromobacterium	F3	Hp-negative	0	0
F3$Chroococcidiopsis_thermalis	F3	Hp-negative	0	0
F3$Chryseobacterium	F3	Hp-negative	12.81560436	0.8674324
F3$Chthoniobacter	F3	Hp-negative	0	0
F3$Chthonobacter	F3	Hp-negative	0	0
F3$Citrobacter	F3	Hp-negative	0.066830534	0.227327112
F3$Clavibacter	F3	Hp-negative	0	0
F3$Cloacibacterium	F3	Hp-negative	0.206155205	0
F3$Cloacimonas	F3	Hp-negative	0	0
F3$Clostridioides	F3	Hp-negative	0	0.221344819
F3$Clostridium	F3	Hp-negative	0	3.577410864
F3$Clostridium_sensu_stricto_1	F3	Hp-negative	0	0
F3$Clostridium_sensu_stricto_11	F3	Hp-negative	0	0
F3$Clostridium_sensu_stricto_12	F3	Hp-negative	0	0
F3$Clostridium_sensu_stricto_13	F3	Hp-negative	0	0
F3$Clostridium_sensu_stricto_14	F3	Hp-negative	0	0
F3$Clostridium_sensu_stricto_18	F3	Hp-negative	0	0
F3$Clostridium_sensu_stricto_3	F3	Hp-negative	0	0
F3$Clostridium_sensu_stricto_5	F3	Hp-negative	0	0
F3$Clostridium_sensu_stricto_6	F3	Hp-negative	0	0
F3$Clostridium_sensu_stricto_7	F3	Hp-negative	0	0
F3$Cnuella	F3	Hp-negative	0.82235538	0
F3$Cognaticolwellia	F3	Hp-negative	0	0
F3$Cohnella	F3	Hp-negative	0	0.388849007
F3$Colidextribacter	F3	Hp-negative	0	0
F3$Collimonas	F3	Hp-negative	0	0
F3$Collinsella	F3	Hp-negative	0	0
F3$Colwellia	F3	Hp-negative	0	0
F3$Comamonas	F3	Hp-negative	0.070228696	0
F3$Companilactobacillus	F3	Hp-negative	0	0
F3$Conchiformibius	F3	Hp-negative	0	0
F3$Coprobacter	F3	Hp-negative	0	0
F3$Coprococcus	F3	Hp-negative	0	0
F3$Corallococcus	F3	Hp-negative	0	0
F3$Corynebacterium	F3	Hp-negative	0.026052581	0
F3$Coxiella	F3	Hp-negative	0	0
F3$Crassaminicella	F3	Hp-negative	0	0
F3$Crateriforma	F3	Hp-negative	0	0
F3$Crinalium_epipsammum	F3	Hp-negative	0	0
F3$Croceibacter	F3	Hp-negative	0	0
F3$Crocosphaera_subtropica	F3	Hp-negative	0	0
F3$Cronobacter	F3	Hp-negative	0	0
F3$Cupriavidus	F3	Hp-negative	0.133661067	0.257238574
F3$Curtobacterium	F3	Hp-negative	0	0
F3$Curvibacter	F3	Hp-negative	0.029450744	0
F3$Cutibacterium	F3	Hp-negative	0.03737979	0.185451065
F3$Cyanobacterium_aponinum	F3	Hp-negative	0	0
F3$cyanobacterium_endosymbiont_of_Epithemia_turgida	F3	Hp-negative	0	0
F3$cyanobacterium_endosymbiont_of_Rhopalodia_gibberula	F3	Hp-negative	0	0
F3$Cyanobium_sp._NIES-981	F3	Hp-negative	0	0
F3$Cyclobacterium	F3	Hp-negative	0	0
F3$Cylindrospermum_stagnale	F3	Hp-negative	0	0
F3$Cystobacter	F3	Hp-negative	0	0
F3$Cytobacillus	F3	Hp-negative	0	0
F3$Cytophaga	F3	Hp-negative	0	0.077769801
F3$Deferribacter	F3	Hp-negative	0	0
F3$Defluviitaleaceae_UCG-011	F3	Hp-negative	0	0
F3$Defluviitoga	F3	Hp-negative	0	0
F3$Dehalococcoides	F3	Hp-negative	0	0
F3$Dehalogenimonas	F3	Hp-negative	0	0
F3$Deinococcus	F3	Hp-negative	0.04983972	0
F3$Delftia	F3	Hp-negative	0.317161854	0.418760469
F3$Denitratisoma	F3	Hp-negative	0	0
F3$Dermatophilus	F3	Hp-negative	0	0
F3$Desulfallas	F3	Hp-negative	0	0
F3$Desulfarculus	F3	Hp-negative	0	0
F3$Desulfatibacillum	F3	Hp-negative	0	0
F3$Desulfitobacterium	F3	Hp-negative	0	0
F3$Desulfobacter	F3	Hp-negative	0	0
F3$Desulfobacula	F3	Hp-negative	0	0
F3$Desulfofarcimen	F3	Hp-negative	0	0
F3$Desulfoglaeba	F3	Hp-negative	0	0
F3$Desulfolutivibrio	F3	Hp-negative	0	0
F3$Desulfonema	F3	Hp-negative	0	0
F3$Desulfopila	F3	Hp-negative	0	0
F3$Desulfosarcina	F3	Hp-negative	0	0.107681263
F3$Desulfosporosinus	F3	Hp-negative	0	0
F3$Desulfotalea	F3	Hp-negative	0	0
F3$Desulfotomaculum	F3	Hp-negative	0	0
F3$Desulfovibrio	F3	Hp-negative	0	0.059822924
F3$Desulfuromonas	F3	Hp-negative	0	0.125628141
F3$Devosia	F3	Hp-negative	0	0
F3$Dialister	F3	Hp-negative	0	0
F3$Diaphorobacter	F3	Hp-negative	0.054370604	0
F3$Dickeya	F3	Hp-negative	0	0
F3$Dictyoglomus	F3	Hp-negative	0	0
F3$Dietzia	F3	Hp-negative	0	0
F3$Dinoroseobacter	F3	Hp-negative	0	0
F3$Dissulfurispira	F3	Hp-negative	0	0
F3$Dokdonella	F3	Hp-negative	0	0
F3$Dokdonia	F3	Hp-negative	0	0
F3$Dolosigranulum	F3	Hp-negative	0	0
F3$Domibacillus	F3	Hp-negative	0	0
F3$Dongshaea	F3	Hp-negative	0	0
F3$Dorea	F3	Hp-negative	0	0
F3$Draconibacterium	F3	Hp-negative	0	0
F3$Dubosiella	F3	Hp-negative	0	0
F3$Duganella	F3	Hp-negative	0	0
F3$Dyadobacter	F3	Hp-negative	0	0
F3$Dyella	F3	Hp-negative	0	0
F3$Dysgonomonas	F3	Hp-negative	0	0
F3$Dysosmobacter	F3	Hp-negative	0	0
F3$Echinicola	F3	Hp-negative	0	0
F3$Edwardsiella	F3	Hp-negative	0	0
F3$Effusibacillus	F3	Hp-negative	0	0
F3$Eggerthia	F3	Hp-negative	0	0
F3$Egibacter	F3	Hp-negative	0	0
F3$Ehrlichia	F3	Hp-negative	0	0.077769801
F3$Elioraea	F3	Hp-negative	0	0
F3$Elizabethkingia	F3	Hp-negative	0	0
F3$Ellin6055	F3	Hp-negative	0.067963255	0
F3$Elusimicrobium	F3	Hp-negative	0	0
F3$Empedobacter	F3	Hp-negative	0	0
F3$Endomicrobium	F3	Hp-negative	0	0
F3$endosymbiont_of_Acanthamoeba_sp._UWC8	F3	Hp-negative	0	0
F3$endosymbiont_TC1_of_Trimyema_compressum	F3	Hp-negative	0	0
F3$endosymbionts	F3	Hp-negative	0	0
F3$Endozoicomonas	F3	Hp-negative	0	0
F3$Enhydrobacter	F3	Hp-negative	0	0
F3$Ensifer	F3	Hp-negative	0	0
F3$Enterobacter	F3	Hp-negative	0.092883115	0
F3$Enterobacteriaceae_endosymbiont_of_Donacia_bicoloricornis	F3	Hp-negative	0	0
F3$Enterobacteriaceae_endosymbiont_of_Donacia_clavipes	F3	Hp-negative	0	0
F3$Enterobacteriaceae_endosymbiont_of_Donacia_crassipes	F3	Hp-negative	0	0
F3$Enterobacteriaceae_endosymbiont_of_Donacia_fulgens	F3	Hp-negative	0	0
F3$Enterobacteriaceae_endosymbiont_of_Donacia_marginata	F3	Hp-negative	0	0
F3$Enterobacteriaceae_endosymbiont_of_Donacia_provostii	F3	Hp-negative	0	0
F3$Enterobacteriaceae_endosymbiont_of_Donacia_proxima	F3	Hp-negative	0	0
F3$Enterobacteriaceae_endosymbiont_of_Donacia_sparganii	F3	Hp-negative	0	0
F3$Enterobacteriaceae_endosymbiont_of_Macroplea_mutica	F3	Hp-negative	0	0
F3$Enterobacteriaceae_endosymbiont_of_Neohaemonia_nigricornis	F3	Hp-negative	0	0
F3$Enterobacteriaceae_endosymbiont_of_Plateumaris_rustica	F3	Hp-negative	0	0
F3$Enterocloster	F3	Hp-negative	0	0
F3$Enterococcus	F3	Hp-negative	0.054370604	0.137592726
F3$Entomobacter	F3	Hp-negative	0	0
F3$Entomomonas	F3	Hp-negative	0	0
F3$Entomoplasma	F3	Hp-negative	0	0
F3$Ephemeroptericola	F3	Hp-negative	0	0
F3$Epilithonimonas	F3	Hp-negative	0	0
F3$Ereboglobus	F3	Hp-negative	0	0
F3$Erwinia	F3	Hp-negative	0	0.143575018
F3$Erysipelatoclostridium	F3	Hp-negative	0	0
F3$Erysipelothrix	F3	Hp-negative	0	0
F3$Erysipelotrichaceae_UCG-007	F3	Hp-negative	0	0
F3$Erythrobacter	F3	Hp-negative	0.14951916	0
F3$Escherichia	F3	Hp-negative	0	0.969131371
F3$Escherichia-Shigella	F3	Hp-negative	0.178969904	0
F3$Eubacterium	F3	Hp-negative	0	0
F3$Euhalothece_natronophila	F3	Hp-negative	0	0
F3$Euzebya	F3	Hp-negative	0	0
F3$Euzebyella	F3	Hp-negative	0	0
F3$Evansella	F3	Hp-negative	0	0
F3$Exiguobacterium	F3	Hp-negative	0	0
F3$Exiguobacterium_alkaliphilum	F3	Hp-negative	0	0
F3$Exiguobacterium_sp._AT1b	F3	Hp-negative	0	0
F3$Exiguobacterium_sp._Helios	F3	Hp-negative	0	0
F3$Exiguobacterium_sp._PFWT01	F3	Hp-negative	0	0
F3$Ezakiella	F3	Hp-negative	0	0
F3$f__Acidaminococcaceae_uncultured	F3	Hp-negative	0	0
F3$f__Anaerovoracaceae_uncultured	F3	Hp-negative	0	0
F3$f__Arcobacteraceae_uncultured	F3	Hp-negative	0	0
F3$f__Bacillaceae_uncultured	F3	Hp-negative	0	0
F3$f__Barnesiellaceae_uncultured	F3	Hp-negative	0	0
F3$f__Beijerinckiaceae_uncultured	F3	Hp-negative	0	0
F3$f__Burkholderiaceae_uncultured	F3	Hp-negative	0.013592651	0
F3$f__Cardiobacteriaceae_uncultured	F3	Hp-negative	0	0
F3$f__Caulobacteraceae_uncultured	F3	Hp-negative	0.456486526	0
F3$f__Chitinophagaceae_uncultured	F3	Hp-negative	0.020388976	0
F3$f__Chlamydiaceae_uncultured	F3	Hp-negative	0	0
F3$f__Comamonadaceae_uncultured	F3	Hp-negative	0.081555905	0
F3$f__Cyclobacteriaceae_uncultured	F3	Hp-negative	0	0
F3$f__Desulfovibrionaceae_uncultured	F3	Hp-negative	0	0
F3$f__Dethiobacteraceae_uncultured	F3	Hp-negative	0	0
F3$f__Diplorickettsiaceae_uncultured	F3	Hp-negative	0	0
F3$f__Dysgonomonadaceae_uncultured	F3	Hp-negative	0	0
F3$f__Erysipelotrichaceae_uncultured	F3	Hp-negative	0	0
F3$f__Gemmatimonadaceae_uncultured	F3	Hp-negative	0	0
F3$f__Helicobacteraceae_uncultured	F3	Hp-negative	0	0
F3$f__Hungateiclostridiaceae_uncultured	F3	Hp-negative	0	0
F3$f__Hyphomicrobiaceae_uncultured	F3	Hp-negative	0	0
F3$f__Lachnospiraceae_uncultured	F3	Hp-negative	0.039645232	0
F3$f__Leptotrichiaceae_uncultured	F3	Hp-negative	0	0
F3$f__Magnetospiraceae_uncultured	F3	Hp-negative	0	0
F3$f__Marinifilaceae_uncultured	F3	Hp-negative	0	0
F3$f__Marinilabiliaceae_uncultured	F3	Hp-negative	0	0
F3$f__Moritellaceae_uncultured	F3	Hp-negative	0	0
F3$f__Mycoplasmataceae_uncultured	F3	Hp-negative	0	0
F3$f__Neisseriaceae_uncultured	F3	Hp-negative	0.014725372	0
